ID,MOS
2001,2.3629774108723227
2002,3.5652562735448274
2003,1.1880950152306369
2004,3.763242825405465
2005,2.9353068504057855
2006,3.1249760424308963
2007,2.6253820099831273
2008,0.8538772106556172
2009,3.406813793928146
2010,2.3482161194297957
2011,2.905208913837118
2012,2.5069592903901423
2013,2.739878277826268
2014,3.1820551555095715
2015,2.733725878985382
2016,4.015661963468952
2017,3.170406106119499
2018,1.3152984010741235
2019,2.5729447684569067
2020,2.128384848288042
2021,3.1440655687089905
2022,3.381113995914884
2023,2.8584297762843214
2024,3.4415414770077604
2025,2.6140137324680195
2026,2.7959768888569148
2027,4.930493528975083
2028,3.0914857557099236
2029,2.8453160316050923
2030,3.362462115704691
2031,3.4950546611685844
2032,3.7223517283695884
2033,2.640713853437047
2034,2.6779924834122273
2035,2.3515914870260044
2036,3.2866729799811125
2037,2.122008312477143
2038,3.0998762429897386
2039,3.8843848570449673
2040,2.081422704081188
2041,3.126520457310896
2042,2.4724553098710755
2043,1.930186719986433
2044,2.964255034674247
2045,2.487731102764009
2046,3.727732563807095
2047,2.7934863258706173
2048,3.6965616335661604
2049,2.7846225334648853
2050,4.675072104212205
2051,1.7678602767139857
2052,2.547811879683226
2053,2.3927277161138187
2054,3.0397661876579
2055,2.966476467484041
2056,3.719214330830786
2057,3.7877469225967264
2058,4.105223145968697
2059,1.394099838570833
2060,2.4406383511366796
2061,3.332612644904666
2062,4.45854794051043
2063,3.1916648108962633
2064,3.8859355985737825
2065,3.1772940277213557
2066,2.9049773561557757
2067,3.929217054603562
2068,4.43102270039091
2069,5.149199145889122
2070,3.581274980937735
2071,1.9788991246781151
2072,4.3615376993545
2073,3.7044384820010627
2074,3.7826185576148443
2075,3.7279163713453
2076,1.6539863300260498
2077,4.627829442449203
2078,3.3907259119772544
2079,2.4469500537054216
2080,2.8039514000493977
2081,4.515197536190371
2082,4.006647447952721
2083,4.4542824875959415
2084,3.7046932481588897
2085,4.012150123957467
2086,1.17934366832326
2087,2.630933051424188
2088,3.6992599464972074
2089,3.1910284773156263
2090,3.8429980654646165
2091,2.2621372995873044
2092,2.8095825658303486
2093,4.559155672840257
2094,3.3135757709009965
2095,2.073286184089908
2096,3.1524192456990097
2097,2.626677535005916
2098,2.532579209077211
2099,2.5152963969006166
2100,2.691259004314208
2101,4.148553182713217
2102,3.8809821720435984
2103,2.941763570573361
2104,2.227833736878563
2105,2.069851365595822
2106,2.8747374444315756
2107,3.5150338165017967
2108,3.5318041203309374
2109,3.549830487469423
2110,4.682524915991339
2111,3.4270233079854417
2112,2.469909326531723
2113,3.547928361358176
2114,1.7832228759653281
2115,4.624484602962259
2116,3.667479592401108
2117,2.852556111981116
2118,2.9230296934109976
2119,2.45185574876487
2120,1.6038596942684533
2121,3.4978633987225223
2122,1.3168283165134937
2123,3.1656085411570647
2124,5.601125678036718
2125,2.218180614978179
2126,3.764360605794783
2127,2.9099863764567573
2128,4.042261390695305
2129,3.9985383202219644
2130,3.30814562005148
2131,4.516264018137816
2132,2.506202929010257
2133,3.496914681241506
2134,3.301767689450621
2135,2.546552880307761
2136,2.345557287064139
2137,2.1970149063725204
2138,2.003281494368605
2139,3.6124100923002516
2140,3.103807832543671
2141,2.5116094720435758
2142,4.682860047117458
2143,3.0343450254761866
2144,3.9090833688356064
2145,4.219661618355689
2146,3.4529439136210094
2147,3.874844391021245
2148,4.154508140414869
2149,2.658208215903807
2150,3.6274499987753632
2151,3.535009998425437
2152,2.3224973573335044
2153,2.1705811255939667
2154,2.6557393440976913
2155,2.9534114305402
2156,3.3423630289353365
2157,5.302268837550088
2158,5.923561153598419
2159,3.2556746190619883
2160,2.916184600129469
2161,4.012766924877793
2162,1.9127623707367114
2163,2.553981427986691
2164,3.3381683203253925
2165,4.680879084704433
2166,2.2952309029391076
2167,3.373224040206905
2168,2.8635036648190884
2169,3.632321673465926
2170,3.1292684677715368
2171,2.297119031923496
2172,2.9138235325745683
2173,3.8682007021704283
2174,1.9082199839946643
2175,2.807717697061065
2176,3.9805879795353007
2177,3.30899999339632
2178,2.6602201273736377
2179,1.7252320826930445
2180,3.2903835566399557
2181,3.039289304042695
2182,3.2179904769038625
2183,4.452249853170809
2184,3.6467059987760564
2185,3.3546157457066936
2186,3.366427538299524
2187,5.3118172305933005
2188,1.6553361938718316
2189,3.5315536105817493
2190,1.3721513186736427
2191,1.4171716908638636
2192,2.2311225768577287
2193,2.9769711178380494
2194,2.3618068293350136
2195,2.3692280629996842
2196,3.6145748845160455
2197,2.0507103401321203
2198,3.5537784630049547
2199,4.020056279250717
2200,2.4592204201162424
2201,2.123614060357455
2202,1.711279656782847
2203,3.5773621922329095
2204,2.2418101527919347
2205,1.4217993317440776
2206,2.9599594033982246
2207,2.5073654591612806
2208,3.411186883324632
2209,2.5959287139676537
2210,3.6133136683698623
